#group,false,false,false,false,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_time,_value,_field,_measurement,station_id,station_name,station_owner,station_pgm,station_type
,,5,2023-03-25T01:00:00Z,2,gust_speed_mps,ndbc,62442,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig
,,6,2023-03-25T01:00:00Z,0.5,air_temp_degc,ndbc,62442,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig
,,7,2023-03-25T01:00:00Z,7.4,sea_surface_temp_degc,ndbc,62442,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig
,,8,2023-03-25T01:00:00Z,8.8,dewpoint_temp_degc,ndbc,62442,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig
,,9,2023-03-25T01:00:00Z,0.7,significant_wave_height_m,ndbc,62442,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig
,,10,2023-03-25T01:00:00Z,10,dominant_wave_period_sec,ndbc,62442,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig
,,11,2023-03-25T01:00:00Z,8.2,avg_wave_period_sec,ndbc,62442,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig
,,12,2023-03-25T01:00:00Z,1.35,water_level_ft,ndbc,62442,Beryl A AWS,Private Industry Oil Platform,International Partners,oilrig

,,0,2023-03-25T01:00:00Z,65.698,lat,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,1,2023-03-25T01:00:00Z,-24.778,lon,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,2,2023-03-25T01:00:00Z,1012.5,sea_level_pressure_hpa,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,3,2023-03-25T01:00:00Z,50,wind_dir_degt,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,4,2023-03-25T01:00:00Z,0.5,wind_speed_mps,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,5,2023-03-25T01:00:00Z,2,gust_speed_mps,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,6,2023-03-25T01:00:00Z,0.5,air_temp_degc,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,7,2023-03-25T01:00:00Z,7.4,sea_surface_temp_degc,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,8,2023-03-25T01:00:00Z,8.8,dewpoint_temp_degc,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,9,2023-03-25T01:00:00Z,0.7,significant_wave_height_m,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,10,2023-03-25T01:00:00Z,10,dominant_wave_period_sec,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,11,2023-03-25T01:00:00Z,8.2,avg_wave_period_sec,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy
,,12,2023-03-25T01:00:00Z,1.35,water_level_ft,ndbc,TFBLK,"10.0 nm WNW on Blakknes, Iceland",Icelandic Maritime Administration,International Partners,buoy

#group,false,false,false,false,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_time,_value,_field,_measurement,station_id,station_name,station_owner,station_pgm,station_type
,,0,2023-03-25T03:00:00Z,12,lat,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,1,2023-03-25T03:00:00Z,-23,lon,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,2,2023-03-25T03:00:00Z,1011.1,sea_level_pressure_hpa,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,4,2023-03-25T03:00:00Z,1.9,wind_speed_mps,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,5,2023-03-25T03:00:00Z,2.5,gust_speed_mps,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,7,2023-03-25T03:00:00Z,9,sea_surface_temp_degc,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,8,2023-03-25T03:00:00Z,15.6,dewpoint_temp_degc,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,9,2023-03-25T03:00:00Z,0.9,significant_wave_height_m,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,10,2023-03-25T03:00:00Z,3,dominant_wave_period_sec,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,11,2023-03-25T03:00:00Z,2.8,avg_wave_period_sec,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,12,2023-03-25T03:00:00Z,0.33,water_level_ft,ndbc,13001,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy

,,0,2023-03-25T03:00:00Z,-12,lat,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,1,2023-03-25T03:00:00Z,67,lon,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,2,2023-03-25T03:00:00Z,1011.1,sea_level_pressure_hpa,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,4,2023-03-25T03:00:00Z,1.9,wind_speed_mps,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,5,2023-03-25T03:00:00Z,2.5,gust_speed_mps,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,7,2023-03-25T03:00:00Z,9,sea_surface_temp_degc,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,8,2023-03-25T03:00:00Z,15.6,dewpoint_temp_degc,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,9,2023-03-25T03:00:00Z,0.9,significant_wave_height_m,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,10,2023-03-25T03:00:00Z,3,dominant_wave_period_sec,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,11,2023-03-25T03:00:00Z,2.8,avg_wave_period_sec,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy
,,12,2023-03-25T03:00:00Z,0.33,water_level_ft,ndbc,14043,14043,Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction,International Partners,buoy

,,0,2023-03-25T03:00:00Z,-10,lat,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,1,2023-03-25T03:00:00Z,-10,lon,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,2,2023-03-25T03:00:00Z,1011.1,sea_level_pressure_hpa,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,4,2023-03-25T03:00:00Z,1.9,wind_speed_mps,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,5,2023-03-25T03:00:00Z,2.5,gust_speed_mps,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,7,2023-03-25T03:00:00Z,9,sea_surface_temp_degc,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,8,2023-03-25T03:00:00Z,15.6,dewpoint_temp_degc,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,9,2023-03-25T03:00:00Z,0.9,significant_wave_height_m,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,10,2023-03-25T03:00:00Z,3,dominant_wave_period_sec,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,11,2023-03-25T03:00:00Z,2.8,avg_wave_period_sec,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,12,2023-03-25T03:00:00Z,0.33,water_level_ft,ndbc,15001,Gavotte,Prediction and Research Moored Array in the Atlantic,International Partners,buoy

,,0,2023-03-25T03:00:00Z,33.08,lat,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,1,2023-03-25T03:00:00Z,126.03,lon,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,2,2023-03-25T03:00:00Z,1011.1,sea_level_pressure_hpa,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,4,2023-03-25T03:00:00Z,1.9,wind_speed_mps,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,5,2023-03-25T03:00:00Z,2.5,gust_speed_mps,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,7,2023-03-25T03:00:00Z,9,sea_surface_temp_degc,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,8,2023-03-25T03:00:00Z,15.6,dewpoint_temp_degc,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,9,2023-03-25T03:00:00Z,0.9,significant_wave_height_m,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,10,2023-03-25T03:00:00Z,3,dominant_wave_period_sec,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,11,2023-03-25T03:00:00Z,2.8,avg_wave_period_sec,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy
,,12,2023-03-25T03:00:00Z,0.33,water_level_ft,ndbc,22107,22107,Korean Meteorological Administration,International Partners,buoy

,,0,2023-03-25T03:00:00Z,32.384,lat,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,1,2023-03-25T03:00:00Z,144.54,lon,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,2,2023-03-25T03:00:00Z,1011.1,sea_level_pressure_hpa,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,4,2023-03-25T03:00:00Z,1.9,wind_speed_mps,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,5,2023-03-25T03:00:00Z,2.5,gust_speed_mps,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,7,2023-03-25T03:00:00Z,9,sea_surface_temp_degc,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,8,2023-03-25T03:00:00Z,15.6,dewpoint_temp_degc,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,9,2023-03-25T03:00:00Z,0.9,significant_wave_height_m,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,10,2023-03-25T03:00:00Z,3,dominant_wave_period_sec,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,11,2023-03-25T03:00:00Z,2.8,avg_wave_period_sec,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy
,,12,2023-03-25T03:00:00Z,0.33,water_level_ft,ndbc,28401,Kuroshio Extension Observatory (KEO),NOAA/PMEL,IOOS Partners,buoy

,,0,2023-03-25T03:00:00Z,4,lat,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,1,2023-03-25T03:00:00Z,-23,lon,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,2,2023-03-25T03:00:00Z,1012.5,sea_level_pressure_hpa,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,4,2023-03-25T03:00:00Z,1.9,wind_speed_mps,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,5,2023-03-25T03:00:00Z,2.5,gust_speed_mps,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,7,2023-03-25T03:00:00Z,9,sea_surface_temp_degc,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,8,2023-03-25T03:00:00Z,15.6,dewpoint_temp_degc,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,9,2023-03-25T03:00:00Z,0.9,significant_wave_height_m,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,10,2023-03-25T03:00:00Z,3,dominant_wave_period_sec,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,11,2023-03-25T03:00:00Z,2.8,avg_wave_period_sec,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy
,,12,2023-03-25T03:00:00Z,0.33,water_level_ft,ndbc,31006,NE Extension,Prediction and Research Moored Array in the Atlantic,International Partners,buoy

,,0,2023-03-25T03:00:00Z,32.279,lat,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,1,2023-03-25T03:00:00Z,-80.406,lon,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,2,2023-03-25T03:00:00Z,1012.5,sea_level_pressure_hpa,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,4,2023-03-25T03:00:00Z,1.9,wind_speed_mps,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,5,2023-03-25T03:00:00Z,2.5,gust_speed_mps,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,7,2023-03-25T03:00:00Z,9,sea_surface_temp_degc,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,8,2023-03-25T03:00:00Z,15.6,dewpoint_temp_degc,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,9,2023-03-25T03:00:00Z,0.9,significant_wave_height_m,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,10,2023-03-25T03:00:00Z,3,dominant_wave_period_sec,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,11,2023-03-25T03:00:00Z,2.8,avg_wave_period_sec,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy
,,12,2023-03-25T03:00:00Z,0.33,water_level_ft,ndbc,41033,"Fripp Nearshore, SC (FRP2)",CORMP,IOOS Partners,buoy

,,0,2023-03-25T03:00:00Z,22.124,lat,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,1,2023-03-25T03:00:00Z,-93.778,lon,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,2,2023-03-25T03:00:00Z,1012.5,sea_level_pressure_hpa,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,4,2023-03-25T03:00:00Z,0.5,wind_speed_mps,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,5,2023-03-25T03:00:00Z,2,gust_speed_mps,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,7,2023-03-25T03:00:00Z,7.4,sea_surface_temp_degc,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,8,2023-03-25T03:00:00Z,8.8,dewpoint_temp_degc,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,9,2023-03-25T03:00:00Z,0.7,significant_wave_height_m,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,10,2023-03-25T03:00:00Z,10,dominant_wave_period_sec,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,11,2023-03-25T03:00:00Z,8.2,avg_wave_period_sec,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other
,,12,2023-03-25T03:00:00Z,1.35,water_level_ft,ndbc,42055,"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX",NDBC,NDBC Meteorological/Ocean,other

,,0,2023-03-25T03:00:00Z,39.618,lat,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,1,2023-03-25T03:00:00Z,-72.778,lon,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,2,2023-03-25T03:00:00Z,1012.5,sea_level_pressure_hpa,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,4,2023-03-25T03:00:00Z,0.5,wind_speed_mps,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,5,2023-03-25T03:00:00Z,2,gust_speed_mps,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,6,2023-03-25T03:00:00Z,0.5,air_temp_degc,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,7,2023-03-25T03:00:00Z,7.4,sea_surface_temp_degc,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,8,2023-03-25T03:00:00Z,8.8,dewpoint_temp_degc,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,9,2023-03-25T03:00:00Z,0.7,significant_wave_height_m,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,10,2023-03-25T03:00:00Z,10,dominant_wave_period_sec,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,11,2023-03-25T03:00:00Z,8.2,avg_wave_period_sec,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other
,,12,2023-03-25T03:00:00Z,1.35,water_level_ft,ndbc,44066,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other

,,0,2023-03-25T03:00:00Z,35.77,lat,ndbc,46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",NDBC,NDBC Meteorological/Ocean,other
,,1,2023-03-25T03:00:00Z,-121.903,lon,ndbc,46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",NDBC,NDBC Meteorological/Ocean,other
,,2,2023-03-25T03:00:00Z,1012.5,sea_level_pressure_hpa,ndbc,46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",NDBC,NDBC Meteorological/Ocean,other
,,3,2023-03-25T03:00:00Z,50,wind_dir_degt,ndbc,46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",NDBC,NDBC Meteorological/Ocean,other
,,4,2023-03-25T03:00:00Z,0.5,wind_speed_mps,ndbc,46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",NDBC,NDBC Meteorological/Ocean,other
